"","year","animal_type","outcome","state_territory","count"
"1",1999,"Dogs","Reclaimed","ACT",610
"2",1999,"Dogs","Reclaimed","NSW",3140
"3",1999,"Dogs","Reclaimed","NT",205
"4",1999,"Dogs","Reclaimed","QLD",1392
"5",1999,"Dogs","Reclaimed","SA",2329
"6",1999,"Dogs","Reclaimed","TAS",516
"7",1999,"Dogs","Reclaimed","VIC",7130
"8",1999,"Dogs","Reclaimed","WA",1
"9",1999,"Dogs","Rehomed","ACT",1245
"10",1999,"Dogs","Rehomed","NSW",7525
"11",1999,"Dogs","Rehomed","NT",526
"12",1999,"Dogs","Rehomed","QLD",5489
"13",1999,"Dogs","Rehomed","SA",1105
"14",1999,"Dogs","Rehomed","TAS",480
"15",1999,"Dogs","Rehomed","VIC",4908
"16",1999,"Dogs","Rehomed","WA",137
"17",1999,"Dogs","Other","ACT",12
"18",1999,"Dogs","Other","NSW",745
"19",1999,"Dogs","Other","NT",955
"20",1999,"Dogs","Other","QLD",860
"21",1999,"Dogs","Other","SA",380
"22",1999,"Dogs","Other","TAS",168
"23",1999,"Dogs","Other","VIC",1001
"24",1999,"Dogs","Other","WA",6
"25",1999,"Dogs","Euthanized","ACT",360
"26",1999,"Dogs","Euthanized","NSW",9221
"27",1999,"Dogs","Euthanized","NT",9
"28",1999,"Dogs","Euthanized","QLD",9214
"29",1999,"Dogs","Euthanized","SA",1701
"30",1999,"Dogs","Euthanized","TAS",599
"31",1999,"Dogs","Euthanized","VIC",5217
"32",1999,"Dogs","Euthanized","WA",18
"33",1999,"Cats","Reclaimed","ACT",111
"34",1999,"Cats","Reclaimed","NSW",201
"35",1999,"Cats","Reclaimed","NT",22
"36",1999,"Cats","Reclaimed","QLD",206
"37",1999,"Cats","Reclaimed","SA",157
"38",1999,"Cats","Reclaimed","TAS",31
"39",1999,"Cats","Reclaimed","VIC",884
"40",1999,"Cats","Reclaimed","WA",0
"41",1999,"Cats","Rehomed","ACT",1442
"42",1999,"Cats","Rehomed","NSW",3913
"43",1999,"Cats","Rehomed","NT",269
"44",1999,"Cats","Rehomed","QLD",3901
"45",1999,"Cats","Rehomed","SA",1055
"46",1999,"Cats","Rehomed","TAS",752
"47",1999,"Cats","Rehomed","VIC",3768
"48",1999,"Cats","Rehomed","WA",62
"49",1999,"Cats","Other","ACT",0
"50",1999,"Cats","Other","NSW",447
"51",1999,"Cats","Other","NT",0
"52",1999,"Cats","Other","QLD",386
"53",1999,"Cats","Other","SA",46
"54",1999,"Cats","Other","TAS",124
"55",1999,"Cats","Other","VIC",1501
"56",1999,"Cats","Other","WA",5
"57",1999,"Cats","Euthanized","ACT",1007
"58",1999,"Cats","Euthanized","NSW",8205
"59",1999,"Cats","Euthanized","NT",847
"60",1999,"Cats","Euthanized","QLD",10554
"61",1999,"Cats","Euthanized","SA",3415
"62",1999,"Cats","Euthanized","TAS",1056
"63",1999,"Cats","Euthanized","VIC",6113
"64",1999,"Cats","Euthanized","WA",5
"65",1999,"Horses","Reclaimed","ACT",0
"66",1999,"Horses","Reclaimed","NSW",0
"67",1999,"Horses","Reclaimed","NT",1
"68",1999,"Horses","Reclaimed","QLD",0
"69",1999,"Horses","Reclaimed","SA",2
"70",1999,"Horses","Reclaimed","TAS",1
"71",1999,"Horses","Reclaimed","VIC",87
"72",1999,"Horses","Reclaimed","WA",0
"73",1999,"Horses","Rehomed","ACT",1
"74",1999,"Horses","Rehomed","NSW",12
"75",1999,"Horses","Rehomed","NT",3
"76",1999,"Horses","Rehomed","QLD",3
"77",1999,"Horses","Rehomed","SA",10
"78",1999,"Horses","Rehomed","TAS",0
"79",1999,"Horses","Rehomed","VIC",19
"80",1999,"Horses","Rehomed","WA",0
"81",1999,"Horses","Other","ACT",0
"82",1999,"Horses","Other","NSW",0
"83",1999,"Horses","Other","NT",0
"84",1999,"Horses","Other","QLD",11
"85",1999,"Horses","Other","SA",1
"86",1999,"Horses","Other","TAS",2
"87",1999,"Horses","Other","VIC",0
"88",1999,"Horses","Other","WA",0
"89",1999,"Horses","Euthanized","ACT",0
"90",1999,"Horses","Euthanized","NSW",8
"91",1999,"Horses","Euthanized","NT",0
"92",1999,"Horses","Euthanized","QLD",1
"93",1999,"Horses","Euthanized","SA",0
"94",1999,"Horses","Euthanized","TAS",0
"95",1999,"Horses","Euthanized","VIC",4
"96",1999,"Horses","Euthanized","WA",0
"97",1999,"Livestock","Reclaimed","ACT",2
"98",1999,"Livestock","Reclaimed","NSW",15
"99",1999,"Livestock","Reclaimed","NT",0
"100",1999,"Livestock","Reclaimed","QLD",9
"101",1999,"Livestock","Reclaimed","SA",13
"102",1999,"Livestock","Reclaimed","TAS",1
"103",1999,"Livestock","Reclaimed","VIC",418
"104",1999,"Livestock","Reclaimed","WA",0
"105",1999,"Livestock","Rehomed","ACT",90
"106",1999,"Livestock","Rehomed","NSW",719
"107",1999,"Livestock","Rehomed","NT",120
"108",1999,"Livestock","Rehomed","QLD",88
"109",1999,"Livestock","Rehomed","SA",61
"110",1999,"Livestock","Rehomed","TAS",25
"111",1999,"Livestock","Rehomed","VIC",315
"112",1999,"Livestock","Rehomed","WA",3
"113",1999,"Livestock","Other","ACT",39
"114",1999,"Livestock","Other","NSW",15
"115",1999,"Livestock","Other","NT",0
"116",1999,"Livestock","Other","QLD",217
"117",1999,"Livestock","Other","SA",2
"118",1999,"Livestock","Other","TAS",6
"119",1999,"Livestock","Other","VIC",18
"120",1999,"Livestock","Other","WA",0
"121",1999,"Livestock","Euthanized","ACT",9
"122",1999,"Livestock","Euthanized","NSW",49
"123",1999,"Livestock","Euthanized","NT",0
"124",1999,"Livestock","Euthanized","QLD",109
"125",1999,"Livestock","Euthanized","SA",54
"126",1999,"Livestock","Euthanized","TAS",2
"127",1999,"Livestock","Euthanized","VIC",179
"128",1999,"Livestock","Euthanized","WA",0
"129",1999,"Wildlife","Released","ACT",390
"130",1999,"Wildlife","Released","NSW",26
"131",1999,"Wildlife","Released","NT",6
"132",1999,"Wildlife","Released","QLD",1461
"133",1999,"Wildlife","Released","SA",175
"134",1999,"Wildlife","Released","TAS",66
"135",1999,"Wildlife","Released","VIC",4582
"136",1999,"Wildlife","Released","WA",0
"137",1999,"Wildlife","Other","ACT",173
"138",1999,"Wildlife","Other","NSW",597
"139",1999,"Wildlife","Other","NT",32
"140",1999,"Wildlife","Other","QLD",0
"141",1999,"Wildlife","Other","SA",446
"142",1999,"Wildlife","Other","TAS",127
"143",1999,"Wildlife","Other","VIC",2081
"144",1999,"Wildlife","Other","WA",0
"145",1999,"Wildlife","Euthanized","ACT",746
"146",1999,"Wildlife","Euthanized","NSW",181
"147",1999,"Wildlife","Euthanized","NT",50
"148",1999,"Wildlife","Euthanized","QLD",1305
"149",1999,"Wildlife","Euthanized","SA",861
"150",1999,"Wildlife","Euthanized","TAS",75
"151",1999,"Wildlife","Euthanized","VIC",1629
"152",1999,"Wildlife","Euthanized","WA",0
"153",1999,"Other Animals","Reclaimed","ACT",31
"154",1999,"Other Animals","Reclaimed","NSW",50
"155",1999,"Other Animals","Reclaimed","NT",5
"156",1999,"Other Animals","Reclaimed","QLD",0
"157",1999,"Other Animals","Reclaimed","SA",16
"158",1999,"Other Animals","Reclaimed","TAS",5
"159",1999,"Other Animals","Reclaimed","VIC",2
"160",1999,"Other Animals","Reclaimed","WA",0
"161",1999,"Other Animals","Rehomed","ACT",239
"162",1999,"Other Animals","Rehomed","NSW",250
"163",1999,"Other Animals","Rehomed","NT",60
"164",1999,"Other Animals","Rehomed","QLD",43
"165",1999,"Other Animals","Rehomed","SA",67
"166",1999,"Other Animals","Rehomed","TAS",63
"167",1999,"Other Animals","Rehomed","VIC",133
"168",1999,"Other Animals","Rehomed","WA",0
"169",1999,"Other Animals","Other","ACT",37
"170",1999,"Other Animals","Other","NSW",26
"171",1999,"Other Animals","Other","NT",0
"172",1999,"Other Animals","Other","QLD",259
"173",1999,"Other Animals","Other","SA",5
"174",1999,"Other Animals","Other","TAS",24
"175",1999,"Other Animals","Other","VIC",18
"176",1999,"Other Animals","Other","WA",12
"177",1999,"Other Animals","Euthanized","ACT",86
"178",1999,"Other Animals","Euthanized","NSW",987
"179",1999,"Other Animals","Euthanized","NT",10
"180",1999,"Other Animals","Euthanized","QLD",318
"181",1999,"Other Animals","Euthanized","SA",103
"182",1999,"Other Animals","Euthanized","TAS",18
"183",1999,"Other Animals","Euthanized","VIC",297
"184",1999,"Other Animals","Euthanized","WA",1
"185",2000,"Dogs","Reclaimed","ACT",1198
"186",2000,"Dogs","Reclaimed","NSW",2969
"187",2000,"Dogs","Reclaimed","NT",912
"188",2000,"Dogs","Reclaimed","QLD",1440
"189",2000,"Dogs","Reclaimed","SA",2651
"190",2000,"Dogs","Reclaimed","TAS",570
"191",2000,"Dogs","Reclaimed","VIC",5759
"192",2000,"Dogs","Reclaimed","WA",456
"193",2000,"Dogs","Rehomed","ACT",501
"194",2000,"Dogs","Rehomed","NSW",6720
"195",2000,"Dogs","Rehomed","NT",753
"196",2000,"Dogs","Rehomed","QLD",5124
"197",2000,"Dogs","Rehomed","SA",1233
"198",2000,"Dogs","Rehomed","TAS",460
"199",2000,"Dogs","Rehomed","VIC",5390
"200",2000,"Dogs","Rehomed","WA",755
"201",2000,"Dogs","Other","ACT",5
"202",2000,"Dogs","Other","NSW",1050
"203",2000,"Dogs","Other","NT",2
"204",2000,"Dogs","Other","QLD",102
"205",2000,"Dogs","Other","SA",0
"206",2000,"Dogs","Other","TAS",250
"207",2000,"Dogs","Other","VIC",166
"208",2000,"Dogs","Other","WA",94
"209",2000,"Dogs","Euthanized","ACT",269
"210",2000,"Dogs","Euthanized","NSW",7886
"211",2000,"Dogs","Euthanized","NT",667
"212",2000,"Dogs","Euthanized","QLD",8538
"213",2000,"Dogs","Euthanized","SA",1887
"214",2000,"Dogs","Euthanized","TAS",554
"215",2000,"Dogs","Euthanized","VIC",6003
"216",2000,"Dogs","Euthanized","WA",107
"217",2000,"Cats","Reclaimed","ACT",91
"218",2000,"Cats","Reclaimed","NSW",181
"219",2000,"Cats","Reclaimed","NT",26
"220",2000,"Cats","Reclaimed","QLD",163
"221",2000,"Cats","Reclaimed","SA",138
"222",2000,"Cats","Reclaimed","TAS",45
"223",2000,"Cats","Reclaimed","VIC",625
"224",2000,"Cats","Reclaimed","WA",4
"225",2000,"Cats","Rehomed","ACT",1367
"226",2000,"Cats","Rehomed","NSW",3522
"227",2000,"Cats","Rehomed","NT",568
"228",2000,"Cats","Rehomed","QLD",3858
"229",2000,"Cats","Rehomed","SA",1323
"230",2000,"Cats","Rehomed","TAS",629
"231",2000,"Cats","Rehomed","VIC",4146
"232",2000,"Cats","Rehomed","WA",406
"233",2000,"Cats","Other","ACT",67
"234",2000,"Cats","Other","NSW",645
"235",2000,"Cats","Other","NT",2
"236",2000,"Cats","Other","QLD",42
"237",2000,"Cats","Other","SA",0
"238",2000,"Cats","Other","TAS",176
"239",2000,"Cats","Other","VIC",655
"240",2000,"Cats","Other","WA",18
"241",2000,"Cats","Euthanized","ACT",940
"242",2000,"Cats","Euthanized","NSW",7161
"243",2000,"Cats","Euthanized","NT",987
"244",2000,"Cats","Euthanized","QLD",10570
"245",2000,"Cats","Euthanized","SA",3728
"246",2000,"Cats","Euthanized","TAS",1294
"247",2000,"Cats","Euthanized","VIC",8133
"248",2000,"Cats","Euthanized","WA",88
"249",2000,"Horses","Reclaimed","ACT",0
"250",2000,"Horses","Reclaimed","NSW",1
"251",2000,"Horses","Reclaimed","NT",0
"252",2000,"Horses","Reclaimed","QLD",0
"253",2000,"Horses","Reclaimed","SA",1
"254",2000,"Horses","Reclaimed","TAS",2
"255",2000,"Horses","Reclaimed","VIC",0
"256",2000,"Horses","Reclaimed","WA",0
"257",2000,"Horses","Rehomed","ACT",1
"258",2000,"Horses","Rehomed","NSW",4
"259",2000,"Horses","Rehomed","NT",0
"260",2000,"Horses","Rehomed","QLD",21
"261",2000,"Horses","Rehomed","SA",3
"262",2000,"Horses","Rehomed","TAS",0
"263",2000,"Horses","Rehomed","VIC",4
"264",2000,"Horses","Rehomed","WA",15
"265",2000,"Horses","Other","ACT",1
"266",2000,"Horses","Other","NSW",3
"267",2000,"Horses","Other","NT",0
"268",2000,"Horses","Other","QLD",0
"269",2000,"Horses","Other","SA",0
"270",2000,"Horses","Other","TAS",2
"271",2000,"Horses","Other","VIC",0
"272",2000,"Horses","Other","WA",3
"273",2000,"Horses","Euthanized","ACT",0
"274",2000,"Horses","Euthanized","NSW",1
"275",2000,"Horses","Euthanized","NT",0
"276",2000,"Horses","Euthanized","QLD",1
"277",2000,"Horses","Euthanized","SA",1
"278",2000,"Horses","Euthanized","TAS",0
"279",2000,"Horses","Euthanized","VIC",0
"280",2000,"Horses","Euthanized","WA",0
"281",2000,"Livestock","Reclaimed","ACT",6
"282",2000,"Livestock","Reclaimed","NSW",0
"283",2000,"Livestock","Reclaimed","NT",0
"284",2000,"Livestock","Reclaimed","QLD",2
"285",2000,"Livestock","Reclaimed","SA",20
"286",2000,"Livestock","Reclaimed","TAS",0
"287",2000,"Livestock","Reclaimed","VIC",25
"288",2000,"Livestock","Reclaimed","WA",2
"289",2000,"Livestock","Rehomed","ACT",113
"290",2000,"Livestock","Rehomed","NSW",318
"291",2000,"Livestock","Rehomed","NT",0
"292",2000,"Livestock","Rehomed","QLD",237
"293",2000,"Livestock","Rehomed","SA",53
"294",2000,"Livestock","Rehomed","TAS",71
"295",2000,"Livestock","Rehomed","VIC",257
"296",2000,"Livestock","Rehomed","WA",26
"297",2000,"Livestock","Other","ACT",2
"298",2000,"Livestock","Other","NSW",72
"299",2000,"Livestock","Other","NT",0
"300",2000,"Livestock","Other","QLD",0
"301",2000,"Livestock","Other","SA",0
"302",2000,"Livestock","Other","TAS",9
"303",2000,"Livestock","Other","VIC",10
"304",2000,"Livestock","Other","WA",5
"305",2000,"Livestock","Euthanized","ACT",11
"306",2000,"Livestock","Euthanized","NSW",79
"307",2000,"Livestock","Euthanized","NT",0
"308",2000,"Livestock","Euthanized","QLD",141
"309",2000,"Livestock","Euthanized","SA",80
"310",2000,"Livestock","Euthanized","TAS",5
"311",2000,"Livestock","Euthanized","VIC",36
"312",2000,"Livestock","Euthanized","WA",8
"313",2000,"Wildlife","Released","ACT",481
"314",2000,"Wildlife","Released","NSW",287
"315",2000,"Wildlife","Released","NT",0
"316",2000,"Wildlife","Released","QLD",852
"317",2000,"Wildlife","Released","SA",0
"318",2000,"Wildlife","Released","TAS",109
"319",2000,"Wildlife","Released","VIC",2682
"320",2000,"Wildlife","Released","WA",19
"321",2000,"Wildlife","Other","ACT",502
"322",2000,"Wildlife","Other","NSW",95
"323",2000,"Wildlife","Other","NT",0
"324",2000,"Wildlife","Other","QLD",0
"325",2000,"Wildlife","Other","SA",506
"326",2000,"Wildlife","Other","TAS",125
"327",2000,"Wildlife","Other","VIC",723
"328",2000,"Wildlife","Other","WA",37
"329",2000,"Wildlife","Euthanized","ACT",423
"330",2000,"Wildlife","Euthanized","NSW",700
"331",2000,"Wildlife","Euthanized","NT",0
"332",2000,"Wildlife","Euthanized","QLD",1225
"333",2000,"Wildlife","Euthanized","SA",637
"334",2000,"Wildlife","Euthanized","TAS",77
"335",2000,"Wildlife","Euthanized","VIC",2739
"336",2000,"Wildlife","Euthanized","WA",28
"337",2000,"Other Animals","Reclaimed","ACT",25
"338",2000,"Other Animals","Reclaimed","NSW",34
"339",2000,"Other Animals","Reclaimed","NT",0
"340",2000,"Other Animals","Reclaimed","QLD",23
"341",2000,"Other Animals","Reclaimed","SA",0
"342",2000,"Other Animals","Reclaimed","TAS",17
"343",2000,"Other Animals","Reclaimed","VIC",98
"344",2000,"Other Animals","Reclaimed","WA",2
"345",2000,"Other Animals","Rehomed","ACT",276
"346",2000,"Other Animals","Rehomed","NSW",131
"347",2000,"Other Animals","Rehomed","NT",0
"348",2000,"Other Animals","Rehomed","QLD",750
"349",2000,"Other Animals","Rehomed","SA",338
"350",2000,"Other Animals","Rehomed","TAS",36
"351",2000,"Other Animals","Rehomed","VIC",176
"352",2000,"Other Animals","Rehomed","WA",28
"353",2000,"Other Animals","Other","ACT",41
"354",2000,"Other Animals","Other","NSW",35
"355",2000,"Other Animals","Other","NT",0
"356",2000,"Other Animals","Other","QLD",0
"357",2000,"Other Animals","Other","SA",0
"358",2000,"Other Animals","Other","TAS",28
"359",2000,"Other Animals","Other","VIC",125
"360",2000,"Other Animals","Other","WA",1
"361",2000,"Other Animals","Euthanized","ACT",63
"362",2000,"Other Animals","Euthanized","NSW",1416
"363",2000,"Other Animals","Euthanized","NT",0
"364",2000,"Other Animals","Euthanized","QLD",202
"365",2000,"Other Animals","Euthanized","SA",196
"366",2000,"Other Animals","Euthanized","TAS",11
"367",2000,"Other Animals","Euthanized","VIC",644
"368",2000,"Other Animals","Euthanized","WA",6
"369",2001,"Dogs","Reclaimed","ACT",602
"370",2001,"Dogs","Reclaimed","NSW",3195
"371",2001,"Dogs","Reclaimed","NT",238
"372",2001,"Dogs","Reclaimed","QLD",1270
"373",2001,"Dogs","Reclaimed","SA",2133
"374",2001,"Dogs","Reclaimed","TAS",495
"375",2001,"Dogs","Reclaimed","VIC",6273
"376",2001,"Dogs","Reclaimed","WA",813
"377",2001,"Dogs","Rehomed","ACT",985
"378",2001,"Dogs","Rehomed","NSW",6269
"379",2001,"Dogs","Rehomed","NT",699
"380",2001,"Dogs","Rehomed","QLD",5104
"381",2001,"Dogs","Rehomed","SA",916
"382",2001,"Dogs","Rehomed","TAS",516
"383",2001,"Dogs","Rehomed","VIC",5265
"384",2001,"Dogs","Rehomed","WA",942
"385",2001,"Dogs","Other","ACT",8
"386",2001,"Dogs","Other","NSW",874
"387",2001,"Dogs","Other","NT",51
"388",2001,"Dogs","Other","QLD",64
"389",2001,"Dogs","Other","SA",794
"390",2001,"Dogs","Other","TAS",148
"391",2001,"Dogs","Other","VIC",430
"392",2001,"Dogs","Other","WA",0
"393",2001,"Dogs","Euthanized","ACT",126
"394",2001,"Dogs","Euthanized","NSW",7082
"395",2001,"Dogs","Euthanized","NT",694
"396",2001,"Dogs","Euthanized","QLD",7761
"397",2001,"Dogs","Euthanized","SA",1845
"398",2001,"Dogs","Euthanized","TAS",429
"399",2001,"Dogs","Euthanized","VIC",5569
"400",2001,"Dogs","Euthanized","WA",102
"401",2001,"Cats","Reclaimed","ACT",116
"402",2001,"Cats","Reclaimed","NSW",180
"403",2001,"Cats","Reclaimed","NT",40
"404",2001,"Cats","Reclaimed","QLD",215
"405",2001,"Cats","Reclaimed","SA",187
"406",2001,"Cats","Reclaimed","TAS",75
"407",2001,"Cats","Reclaimed","VIC",574
"408",2001,"Cats","Reclaimed","WA",36
"409",2001,"Cats","Rehomed","ACT",1376
"410",2001,"Cats","Rehomed","NSW",3800
"411",2001,"Cats","Rehomed","NT",385
"412",2001,"Cats","Rehomed","QLD",3566
"413",2001,"Cats","Rehomed","SA",940
"414",2001,"Cats","Rehomed","TAS",594
"415",2001,"Cats","Rehomed","VIC",4326
"416",2001,"Cats","Rehomed","WA",426
"417",2001,"Cats","Other","ACT",19
"418",2001,"Cats","Other","NSW",539
"419",2001,"Cats","Other","NT",50
"420",2001,"Cats","Other","QLD",54
"421",2001,"Cats","Other","SA",286
"422",2001,"Cats","Other","TAS",220
"423",2001,"Cats","Other","VIC",729
"424",2001,"Cats","Other","WA",12
"425",2001,"Cats","Euthanized","ACT",785
"426",2001,"Cats","Euthanized","NSW",5981
"427",2001,"Cats","Euthanized","NT",927
"428",2001,"Cats","Euthanized","QLD",10825
"429",2001,"Cats","Euthanized","SA",3264
"430",2001,"Cats","Euthanized","TAS",1151
"431",2001,"Cats","Euthanized","VIC",7968
"432",2001,"Cats","Euthanized","WA",108
"433",2001,"Horses","Reclaimed","ACT",0
"434",2001,"Horses","Reclaimed","NSW",4
"435",2001,"Horses","Reclaimed","NT",0
"436",2001,"Horses","Reclaimed","QLD",0
"437",2001,"Horses","Reclaimed","SA",4
"438",2001,"Horses","Reclaimed","TAS",1
"439",2001,"Horses","Reclaimed","VIC",2
"440",2001,"Horses","Reclaimed","WA",0
"441",2001,"Horses","Rehomed","ACT",2
"442",2001,"Horses","Rehomed","NSW",8
"443",2001,"Horses","Rehomed","NT",0
"444",2001,"Horses","Rehomed","QLD",13
"445",2001,"Horses","Rehomed","SA",2
"446",2001,"Horses","Rehomed","TAS",0
"447",2001,"Horses","Rehomed","VIC",14
"448",2001,"Horses","Rehomed","WA",0
"449",2001,"Horses","Other","ACT",0
"450",2001,"Horses","Other","NSW",1
"451",2001,"Horses","Other","NT",0
"452",2001,"Horses","Other","QLD",0
"453",2001,"Horses","Other","SA",5
"454",2001,"Horses","Other","TAS",0
"455",2001,"Horses","Other","VIC",0
"456",2001,"Horses","Other","WA",2
"457",2001,"Horses","Euthanized","ACT",2
"458",2001,"Horses","Euthanized","NSW",1
"459",2001,"Horses","Euthanized","NT",0
"460",2001,"Horses","Euthanized","QLD",1
"461",2001,"Horses","Euthanized","SA",1
"462",2001,"Horses","Euthanized","TAS",0
"463",2001,"Horses","Euthanized","VIC",0
"464",2001,"Horses","Euthanized","WA",0
"465",2001,"Livestock","Reclaimed","ACT",2
"466",2001,"Livestock","Reclaimed","NSW",11
"467",2001,"Livestock","Reclaimed","NT",0
"468",2001,"Livestock","Reclaimed","QLD",5
"469",2001,"Livestock","Reclaimed","SA",653
"470",2001,"Livestock","Reclaimed","TAS",5
"471",2001,"Livestock","Reclaimed","VIC",10
"472",2001,"Livestock","Reclaimed","WA",2
"473",2001,"Livestock","Rehomed","ACT",128
"474",2001,"Livestock","Rehomed","NSW",80
"475",2001,"Livestock","Rehomed","NT",0
"476",2001,"Livestock","Rehomed","QLD",240
"477",2001,"Livestock","Rehomed","SA",304
"478",2001,"Livestock","Rehomed","TAS",68
"479",2001,"Livestock","Rehomed","VIC",100
"480",2001,"Livestock","Rehomed","WA",18
"481",2001,"Livestock","Other","ACT",0
"482",2001,"Livestock","Other","NSW",146
"483",2001,"Livestock","Other","NT",0
"484",2001,"Livestock","Other","QLD",0
"485",2001,"Livestock","Other","SA",30
"486",2001,"Livestock","Other","TAS",11
"487",2001,"Livestock","Other","VIC",134
"488",2001,"Livestock","Other","WA",2
"489",2001,"Livestock","Euthanized","ACT",1
"490",2001,"Livestock","Euthanized","NSW",110
"491",2001,"Livestock","Euthanized","NT",0
"492",2001,"Livestock","Euthanized","QLD",257
"493",2001,"Livestock","Euthanized","SA",987
"494",2001,"Livestock","Euthanized","TAS",13
"495",2001,"Livestock","Euthanized","VIC",108
"496",2001,"Livestock","Euthanized","WA",4
"497",2001,"Wildlife","Released","ACT",537
"498",2001,"Wildlife","Released","NSW",517
"499",2001,"Wildlife","Released","NT",0
"500",2001,"Wildlife","Released","QLD",843
"501",2001,"Wildlife","Released","SA",268
"502",2001,"Wildlife","Released","TAS",52
"503",2001,"Wildlife","Released","VIC",1539
"504",2001,"Wildlife","Released","WA",0
"505",2001,"Wildlife","Other","ACT",576
"506",2001,"Wildlife","Other","NSW",74
"507",2001,"Wildlife","Other","NT",0
"508",2001,"Wildlife","Other","QLD",0
"509",2001,"Wildlife","Other","SA",649
"510",2001,"Wildlife","Other","TAS",37
"511",2001,"Wildlife","Other","VIC",1819
"512",2001,"Wildlife","Other","WA",0
"513",2001,"Wildlife","Euthanized","ACT",703
"514",2001,"Wildlife","Euthanized","NSW",514
"515",2001,"Wildlife","Euthanized","NT",0
"516",2001,"Wildlife","Euthanized","QLD",917
"517",2001,"Wildlife","Euthanized","SA",994
"518",2001,"Wildlife","Euthanized","TAS",52
"519",2001,"Wildlife","Euthanized","VIC",3108
"520",2001,"Wildlife","Euthanized","WA",0
"521",2001,"Other Animals","Reclaimed","ACT",28
"522",2001,"Other Animals","Reclaimed","NSW",645
"523",2001,"Other Animals","Reclaimed","NT",0
"524",2001,"Other Animals","Reclaimed","QLD",5
"525",2001,"Other Animals","Reclaimed","SA",18
"526",2001,"Other Animals","Reclaimed","TAS",8
"527",2001,"Other Animals","Reclaimed","VIC",78
"528",2001,"Other Animals","Reclaimed","WA",1
"529",2001,"Other Animals","Rehomed","ACT",361
"530",2001,"Other Animals","Rehomed","NSW",396
"531",2001,"Other Animals","Rehomed","NT",0
"532",2001,"Other Animals","Rehomed","QLD",132
"533",2001,"Other Animals","Rehomed","SA",105
"534",2001,"Other Animals","Rehomed","TAS",74
"535",2001,"Other Animals","Rehomed","VIC",98
"536",2001,"Other Animals","Rehomed","WA",68
"537",2001,"Other Animals","Other","ACT",0
"538",2001,"Other Animals","Other","NSW",168
"539",2001,"Other Animals","Other","NT",0
"540",2001,"Other Animals","Other","QLD",0
"541",2001,"Other Animals","Other","SA",25
"542",2001,"Other Animals","Other","TAS",5
"543",2001,"Other Animals","Other","VIC",35
"544",2001,"Other Animals","Other","WA",4
"545",2001,"Other Animals","Euthanized","ACT",50
"546",2001,"Other Animals","Euthanized","NSW",530
"547",2001,"Other Animals","Euthanized","NT",0
"548",2001,"Other Animals","Euthanized","QLD",416
"549",2001,"Other Animals","Euthanized","SA",163
"550",2001,"Other Animals","Euthanized","TAS",21
"551",2001,"Other Animals","Euthanized","VIC",482
"552",2001,"Other Animals","Euthanized","WA",1
"553",2002,"Dogs","Reclaimed","ACT",592
"554",2002,"Dogs","Reclaimed","NSW",2921
"555",2002,"Dogs","Reclaimed","NT",254
"556",2002,"Dogs","Reclaimed","QLD",1821
"557",2002,"Dogs","Reclaimed","SA",1058
"558",2002,"Dogs","Reclaimed","TAS",513
"559",2002,"Dogs","Reclaimed","VIC",6960
"560",2002,"Dogs","Reclaimed","WA",669
"561",2002,"Dogs","Rehomed","ACT",873
"562",2002,"Dogs","Rehomed","NSW",6500
"563",2002,"Dogs","Rehomed","NT",562
"564",2002,"Dogs","Rehomed","QLD",4711
"565",2002,"Dogs","Rehomed","SA",2095
"566",2002,"Dogs","Rehomed","TAS",531
"567",2002,"Dogs","Rehomed","VIC",5369
"568",2002,"Dogs","Rehomed","WA",828
"569",2002,"Dogs","In Stock","ACT",74
"570",2002,"Dogs","In Stock","NSW",699
"571",2002,"Dogs","In Stock","NT",39
"572",2002,"Dogs","In Stock","QLD",599
"573",2002,"Dogs","In Stock","SA",101
"574",2002,"Dogs","In Stock","TAS",32
"575",2002,"Dogs","In Stock","VIC",330
"576",2002,"Dogs","In Stock","WA",136
"577",2002,"Dogs","Transferred","ACT",2
"578",2002,"Dogs","Transferred","NSW",280
"579",2002,"Dogs","Transferred","NT",0
"580",2002,"Dogs","Transferred","QLD",39
"581",2002,"Dogs","Transferred","SA",321
"582",2002,"Dogs","Transferred","TAS",94
"583",2002,"Dogs","Transferred","VIC",145
"584",2002,"Dogs","Transferred","WA",380
"585",2002,"Dogs","Euthanized","ACT",216
"586",2002,"Dogs","Euthanized","NSW",7105
"587",2002,"Dogs","Euthanized","NT",960
"588",2002,"Dogs","Euthanized","QLD",8769
"589",2002,"Dogs","Euthanized","SA",1535
"590",2002,"Dogs","Euthanized","TAS",450
"591",2002,"Dogs","Euthanized","VIC",5473
"592",2002,"Dogs","Euthanized","WA",46
"593",2002,"Dogs","Other","ACT",10
"594",2002,"Dogs","Other","NSW",496
"595",2002,"Dogs","Other","NT",0
"596",2002,"Dogs","Other","QLD",0
"597",2002,"Dogs","Other","SA",0
"598",2002,"Dogs","Other","TAS",3
"599",2002,"Dogs","Other","VIC",0
"600",2002,"Dogs","Other","WA",2
"601",2002,"Cats","Reclaimed","ACT",109
"602",2002,"Cats","Reclaimed","NSW",182
"603",2002,"Cats","Reclaimed","NT",20
"604",2002,"Cats","Reclaimed","QLD",29
"605",2002,"Cats","Reclaimed","SA",49
"606",2002,"Cats","Reclaimed","TAS",68
